Dimension,AE_Accuracy_%,TF_Accuracy_%,TF_Advantage_%,AE_Time_sec,TF_Time_sec,TF_Time_Ratio
10,13.0,25.0,12.0,0.1532192230224609,0.6932117938995361,4.524313465536344
50,28.000000000000004,22.0,-6.0000000000000036,0.118783950805664,0.5734899044036865,4.828008333734768
